"Until an accident caused one bud to stop emitting sound, these were my favorite pair of earphones. They were comfortable (I often left them in when I went to sleep), affordable, lightweight, durable, and had good sound quality. I used them with my Sony CFD-V5 boombox, my Oritron OP5034 portable CD player, and my RCA RP2410 MP3-CD player. On all three, bass and detail was great, and there was no distortion at a higher volume. All in all, these earphones were a great value; the only possible downside is a bit of fuzziness in the sound, which I got used to rather quickly and began to prefer over my other earphones (it lent a bit of warmth to the music). I plan to buy another pair in the near future, and I highly recommend that you do so as well",0,3
"After your pan starts sticking, you go to their web site to complain and you find .... A warning that you can't use high heat on this pan.  They warn you if you use high heat or some sprays, the pan will then start to stick.  Yes, you've just been ..... and you paid $40 for the privilege.  Imagine, a frying pan that doesn't like heat.  How much heat?  They don't tell you.  If your pan is sticking, then it must have been toooo much.  Buy at your own risk",1,4
"This printer was fine until I changed cartridges and a contact was dirty.  Now it won't quit printing alignment pages all the time.  I have about a million now, and its cost me a fortune in ink.  Every 3 or 4 print jobs and I get another one.NEWLINE NEWLINE I've spent hours with technical support, who keep leading me through the same old song and dance, disconnect the usb cable, hit some buttons, print another page I don't need, and scan.  Voila it works!  Case finished.NEWLINE NEWLINE NO IT IS NOT.NEWLINE NEWLINE The tech support people don't speak English and it shows in their grammar and inability to understand that my problem seems to be a variant on what they have in their knowlege base.NEWLINE NEWLINE HP would do better to hire native English speakers.  I'll never buy another HP printer.NEWLINE NEWLINE Oh, they print fine, that is, if you want a million alignment pages",0,4
"The drive arrived at the end of December, was quick to get up and running, and worked fine until yesterday.  Then it got the machine equivalent of ""lockjaw"" and I've been unable to get the tray to release.NEWLINE NEWLINE So, it's a good drive while it operates, but I'll probably make sure I pay for at least a 1-year warranty on my next purchase.NEWLINE NEWLINE As far as my recommendation goes, it depends very much on how inconvenient it is when one's drive fails.  Yesterday, I just went to a backup burner and kept working; if I had NEEDED to get the job done, and I had not previously developed a strategy of always keeping a backup device handy, I'd have been in a seething, hair-pulling rage.  Computer hardware is never 100% reliable, but is it worth the risk to purchase a device that is known to fail in less than a year",0,4
"I got the Razor Diamondback a few months back and have been very pleased with it's performance.  For gaming it's great, but I do not recommended it for everyday mousing around. NEWLINE NEWLINE The resolution on the Diamondback was the selling point for me, and if that's something your interested in you will NOT be disappointed.  It's really super sensitive and has improved my accuracy quite a bit.  I do have a few gripes with it's design, but with 1600dpi that can be overlooked!  Oh, it looks cool when the lights are out the chameleon green paint is a trip.NEWLINE NEWLINE Design problems that I have noticed... Buttons squeak, button placement is not optimal, it's kinda small for people with big hands, programmable buttons take to much force to operate which can cause erratic mouse movement. If you have a second mouse to do your work with this makes a great gaming specific mouse, highly recommended",0,3
"I have the four piece set of these silicone utensils, and have been very pleased with them.  They are heat resistant, heavy-duty, and look sharp.   They are slightly flexible, but I have not found this to be a problem unless you want to do heavy scraping with the turner.   The best part is the wonderful easy-clean properties of the silicone.   My other heat-resistant utensils always look icky and need to be scrubbed with a scouring pad to clean the textured finish.   These look great right out of the dishwasher!   I've had them for a year and they've held up great.   The turner has not disintegrated on the edge, either, like many other types do.  The smooth finish allows food to slip right off without sticking as you're cooking",1,3
"Look, the product plainly reads ""Oster Blender Blade with Gasket"" and the package that was delivered is titled ""Processing Unit with Sealing Ring"".  The blade was in the package but there was no sealing ring/gasket to be found.  I'm sure there is the possibility that I got the one defective package off the line but what kind of quality assurance is that?!  I'm not telling anyone to buy or not buy this product but just be aware that you may have a problem.  I now need to buy a whole separate gasket which maybe costs all of $1.50 and will pay shipping of probably $3.",1,4
"I bought with lots of ilussion this this Ipod, i put all my music in it and use it!! after a 5 months it stop working, it didn't charge the battery. I took it to best buy where I bought it and they told me that it has ""external damage"" and didn' repair it. I send it to Apple service and return it without services because the same reason. My Ipod didn't have that damage, it has only a few scratches on the screen. After lots of calls and fight they told me that to fix it I would have to pay US$250.00 that is almost what it cost new. TERRIBLE SERVICE FROM APPLE.. SHORT LIVE.. DON'T RECOMMENDED. Now I'm looking for another option for MP3 player to buy.NEWLINE If you know one please let me know it.",0,4
"Especially for your guests. But you could use them in your master-bath, of course. The pile & embroidery design is very pretty & very quality looking. I bought towels & hand towels after I was so pleased with the first batch.  They are absorbant and the color is a yummy butter-creamy. And, a great buy. What more can you ask for",1,3
"Please don't expect to get the cash back from this purchase as promised!  To date, I've been denied twice.  The second time they said the U P C number was invalid. Only, it's the original U P C barcode!  I was meticulous filing the paperwork, yet they state, ""All required products were not submitted.""  Meanwhile, I have phoned AMAZ0N to lodge a formal complaint.NEWLINE NEWLINE The product itself is average.  I've used better and worse.  That said, it's definitely not worth the full asking price",0,4
"I have had this product for about 2 years.  When we first got it, it worked great--lasted about 10 min. at a time.  Now, we're lucky to get the floor cleaned up under the table before it starts to wear down.  Also, the clip which holds it to the base just broke, and I see that I am not the first person to experience this problem.  I don't see anywhere to buy a replacement base, at this time, so I may end up just throwing the whole thing away",1,4
"product works as described, keeping red and white wines for longer than their normal corked shelf life.  case could be a bit more substantial with a higher cosmetic appeal",1,3
this product offers a phenomenon deal a steal for the asking price,1,3
"Absolutely horrible! The worst $20 I've every spent.  This machine is an absolute waste of money.  I have had this machine fore 2 weeks and still have not found a cup small to fit it, they are all either too wide or too tall. A total headache when your rushing out to work",1,4
"These are thin, lightweight, flexible mats that are great for chopping things on and then picking up and folding up the edges to pour the food into a pot/pan. This thinness/flexibility has a ""downside"" too: I do agree with the other reviewers that these mats tend to curl up and not lay flat.  However,they clean up easily, the price is right, and I am happy with my purchase.",1,3
"I received this as a gift for Christmas. It worked like a charm for ice cream and lemon slush 3 times. BUT then, the base burst in my freezer, spewing foul scented goo all over. I contacted the manufacturer to ask how to get it replaced, and NEVER HEARD BACK. Apparently they don't care about backing up their product. Now I have to buy another one, and it won't be this brand",1,4
"Maybe I just don't understand what this is supposed to do.  KitchenAid attachments are usually wonderful enhancements to their basic appliances.  But I haven't been able to create volume or foam in drinks with this attachment.  Can't see that it does much more than a spoon, and certainly doesn't do as much as a plain wire whisk.  It's not portable like those cheap, little drink mixers.  When I'm at home, I have my immersion blender  -  a much better option for mixing liquids.  Maybe this is good for something I haven't tried yet",1,4
"I couldn't wait to get the Dyson Root 6 - I've had my Dyson DC 07 for 4 years and I LOVE it, so I figured the mini-version would be fantastic. I have 3 Dustbusters (one on each floor) and I was looking forward to the Dyson version, which I was convinced would be top notch.NEWLINE NEWLINE I'm so sorry to be wrong. NEWLINE NEWLINE First off, having to press the button continuously to make it work is a pain. And speaking of pain, the Root is so heavy and unbalanced - all the weight is in the back which puts a lot of strain on your wrist. I haven't noticed any difference in suction to a Dustbuster, but then again, I don't suck up bowling balls. A Dustbuster picks up lint and cat litter just as well.NEWLINE NEWLINE Save your money - this Dyson ain't worth it",1,4
"I bought these because I have an HP printer and figured they would be best for the shirts I want to make.  I couldn't get them to take for anything in the world.  I put the pressure on it, ironed them longer, everything you can think of and they still wouldn't take.  Then when I finally got one to take it completely cracked and crumbled and started peeling off before an hour was up. It never made it to the wash, so now I am out the money I paid for them and still have no shirts.  Any other brands you suggest instead",0,4
"I splurged and bought this product for my espressos in the morning. I bought the pint sized model for $35.00. (You use one charger each time you open the container up. So if you get the half pint size you will need to stock up on chargers.) NEWLINE NEWLINE I can't believe how long cream lasts in this thing. I had cream in it for almost two weeks and it was still fresh! NEWLINE NEWLINE The canned whip cream you buy in the store is too sweet for me, so I just put a little bit of Torino Caramel syrup in with the cream to flavor it. I use it when company comes over for coffee, pie, etc. Why didn't I buy one of these things sooner",1,3
"The feature's on this machine are what drew me to choose Krups Espresso Maker. The pump instead of the pressure machines was the first draw. The water tank and its size, not having to fill it every day. The fact that the frothing nozzle moved and the location of it. And nobody makes a frothier frother than Krups makes. I love the lattes and I use a large stainless steel milk steaming pitcher. You can make two cups at once. I use it daily and sometimes more than once a day! It makes a great espresso with beautiful crema. I have not had any problems with this machine.Clean after every use. I can't stress this enough and it only takes a minute to wipe the brew area. And do the internal cleaning with solution often or you will get the slow drips of espresso when brewing because of deposit build ups.  Follow cleaning instructions! NEWLINE I highly recommend this one! Enjoy",1,3
Ive had this unit for over a 1+ year and ran into problems with reception it would drop signal and it would eventual come back.  I found out that this unit had a defect and the xm rep said I could get a replacement for $50!!!  They didnt figure to tell anybody about this?  If this is true I would not recommend XM Radio at all.NEWLINE Thanks John,0,4
"Have you ever heard the saying that something would cost you ""an arm and a leg""? These cables cost that, your first son, and bidding rights to your estate. Don't get me wrong- Monster makes great cables. Let there be no confusion on this point. But they're just incredibly expensive, and this is made much worse with these cables.NEWLINE NEWLINE Several people have pointed out that the digital signal on HDMI cables must adhere to error-correction and certain standards (even a $10 cable cable must meet some specifications to even reach production)- and this is largely true. Unless BluRay implements new features that require new cables at some point in the future, there's really very little difference between HDMI cables. Yes, the gold-plated pins and other features will improve your connection a bit, but the improvement will be far less than you'd see between any other ""cheap"" versus ""designer"" cables on the market.NEWLINE NEWLINE But Monster cables really are made to a standard that makes some difference, and that's worth mentioning. This cable is built sturdy, so that none but the most harsh of treatment could ever damage it. And the shielding isn't just the usual electrical shielding- Monster cables are toughened to the point that I wouldn't doubt if they're certified against nuclear fallout. If you have the money to blow and you want the confidence of knowing that your entertainment center could fare well in an EMP strike, you're looking at the right cables.NEWLINE NEWLINE But for nearly all consumers, these cables cost 4x as much as alternatives, with no real plusses. At the very least, you can pick up a mid-grade cable (Sony, etc) at a mid-grade price ($40) to get the increased sturdiness and the gold-plated connections. And over these products, the Monster cables basically have nothing at all except their branding. Please do look up a cheaper alternative this time, and spend some of the extra money on an extra set of whatever tools you use to keep your screen clean. You'll get much better results with these tools than you will worrying about $100 HDMI cables",0,4
"I ordered this device to sit on a player piano, which can play ipod encoded MP3 files, once they are transferred from the special CDs that are designed for the piano.  The remote is limited, as are all remotes for ipods, but for the special use I have, this is a great product.  It allows me to sit across the room and pause the piano or select the next piece of music",0,3
"I use the pink circles to buff the cd/dvd, and it leaves the circular marks all over the cd, as I thought it would. Well, I thought that those marks would disappear after I used the repair paste with the yellow circles, but they're still there. Is it supposed to be like this? The reason I bought the thing was to make the cds look like new, but now they just look even more scratched with the buffer marks all over.NEWLINE NEWLINE Could someone answer this question for me please",0,3
"This TV weighs a ton, took three adult males to pick it up off of the floor and load it into an entertainment armoire. I have owned several Sony TVs and really thought hard about this purchase because of firmware issues that I have had with a 27"" Sony. Mainly compared this model with the corresponding Panasonic Tau, absolutely hated the Tau remote and am very familiar with the Sony. Note that the remote was not the deciding criteria, but it was a consideration. I have no real complaints about this TV, the menu system is nice and the picture very good. I do not normally use the built-in speakers so really can't comment about their sound. This TV has a 16:9 enhanced mode that must be selected from the menus, I tried it once using a DVD as source input and liked the widescreen format that the DVD player provides better than the 16:9 mode. The 27"" Sony that I have has an auto-volume feature, this 36"" does not and I do miss it. I would purchase this unit again. Note that there is a very similar Sony model that has upgraded sound, but not consider it because the added width would not fit in the armoire",0,3
"This screen is great.NEWLINE Upgraded from a 23"" and the increase in realestate is awesome.NEWLINE You can play games with crystal clarity; have so many pages up and read them clearly.NEWLINE You will need a graphics card that supports Dual-link DVI, not a card that says dual DVI.NEWLINE I installed the GeForce 7800 GT on my PC and it works flawlessly!NEWLINE The Quadro cards are great, but big $$$.NEWLINE The 7800GT can be had for under $300!NEWLINE NEWLINE Here's a list of cards for PC and Apple:NEWLINE NVIDIA Geforce 6800Ultra DDL AGP for Powermac G5NEWLINE NVIDIA Geforce 6800GT DDL AGP for Powermac G5NEWLINE NVIDIA Geforce 6600 PCI Express for Powermac G5(PCI Express)NEWLINE NVIDIA Geforce 7800GT PCI Express for Powermac G5(PCI Express)NEWLINE NVIDIA QuadroFX 4500 PCI Express for Powermac G5(PCI Express)NEWLINE NEWLINE For the PC Windows platform, the following graphic cards support the Apple 30"" Cinema Display:NEWLINE NEWLINE NVIDIA QuadroFX 2000NEWLINE NVIDIA QuadroFX 3000NEWLINE NVIDIA QuadroFX 3400NEWLINE NVIDIA QuadroFX 3450NEWLINE NVIDIA QuadroFX 4000NEWLINE NVIDIA QuadroFX 4400NEWLINE NVIDIA QuadroFX 4500NEWLINE NVIDIA Geforce 7800GTNEWLINE NVIDIA Geforce 7800GTXNEWLINE NVIDIA Geforce 7800GTX 512",0,3
"e'nuf said - Epson always leads the way with printers and papers.  You can't go wrong!!!NEWLINE NEWLINE Order was filled exactly as requested, and arrived in better than expected time.  The packaging was excellent.NEWLINE NEWLINE I'll be back for more soon",0,3
"I purchased this as a Christmas gift for my mother.  I was very excited when it arrived much sooner than I had anticipated.  I opened it up, so that I could give it to my mom assembled.  Unfortunately, an entire corner was broken off and the other corner was cracking and splintering.  The packing materials are insufficient to say the least.  I immediately called target's customer service, and the operator very graciously assisted me in returning my table.  Despite my dissapointment about the broken table I was glad that Target did the best they could to resolve my issue without any hassle.  <br />NEWLINE <br />",1,4
"I did a lot of research on Amazon.com before I finally decided on this mouse.  I wanted to replace my (extremely) small Kensington USB mouse with a retractable cable.  At home, I use a Wacom tablet.  Next month I am traveling abroad, so I wanted a slightly bigger mouse that can handle more frequent use than the Kensington.  Wireless was key for portability.  I also wanted something rechargeable, and I didn't want the USB adapter sticking out.NEWLINE NEWLINE I received it today, and I'm on my first charge.  So no comments on batteries (which can be replaced with other AAA NiMH for optimal performance if desired anyway).NEWLINE NEWLINE - I have large but skinny hands.  Mouse is small, but its long length helps in terms of where to place your fingers.  Of course convenience is not comparable to a full-size mouse, but if you want portability, this is about the right size.NEWLINE NEWLINE - I have a PowerBook that runs Tiger (10.4).  Excellent Bluetooth connection.  Also very good response, very little delay.  Only reservation is for the scroll wheel, which requires subtle pressure for accurate scrolling - this is ever so slightly uncomfortable if you have large hands, because the mouse is flat and your hand is adjusted over the mouse so that it is a bit hard to apply adequate vertical pressure on the scroll wheel from that position.  It is hard to explain, but not a big issue for me. NEWLINE NEWLINE - USB charger works well.  The added size of the USB adapter helps with comfortability (still flat, but becomes an otherwise full-sized mouse) - despite the fact that the cable attaches to the bottom of the mouse.NEWLINE NEWLINE - As mentioned by others, installing the batteries is a challenge.  Pull the notch on the bottom of the mouse as you slide the top (part with the Anycom label) away from the clickers.  Once I figured it out, not so hard. NEWLINE NEWLINE Overall, I don't seek perfection anyway, so this mouse does the job adequately for me.  I haven't tried any other Bluetooth mouse before, so I'm more or less in awe",0,3
I loved this speaker system when I got it last year.  But in the last few months it developed a loud humming noise that makes it so you can not hear your music.  Very disapointed,0,4
"This adapter will not work at all with Windows XP SP2 - despite any promises from the Linksys website, this cannot be setup - buy the Anycom adapter instead",0,4
I'm a big fan of trackballs and this one is my favorite on the market right now.  Just love it,0,3
"I would have given this no stars but it won't let me. This non-stick griddle has more things stick to it than tape.  It is simply the worst product I have purchased in a long time.  I have this ""non-Stick"" griddle for just about a month and it is ready for the trash.  The non-stick is coming up on the flat end and the griddle is worthless, it ripped my chicken cutlets to shreds.  Don't buy it!!! If you read this and still buy it may you have three horrible meals like I did before it met the old trash can",1,4
and i like my cupcakes with frosting still on them,1,3
"This splitter was set-up as part of a configuration that splits one line from the street into three and then into sixteen ports and a line to the cable modem for a fraternity house. I used this brand of splitters and a moterola amplifier all the way through, and the results were amazing. The picture quality is crystal clear, even when almost all of the ports are in use, and the internet is blazing fast. Compared to the set-up we used to have, with some cheap splitters and a radio shack amplifier, these pieces are WELL WORTH THE SMALL EXTRA COST",0,3
"As a person who could set boiling water on fire, I can truely state that this hard boiled egg timer has helped me be able to boil an egg.  Prior to this I never knew if the egg was done and usually I either over cooked them, or worse, under cooked them.  Now they come out perfect everytime.  HIGHLY RECOMMEND",1,3
I have seen this online on other sites and in catalogs for $20 (not on sale either - regular price). Same siz,1,4
"When realtime traffic monitoring came to my city, I immediately started looking at solutions to help my wife's daily business driving (2-500 miles weekly, crisscrossing a 50-mile area through major traffic routes). I quickly settled on an automotive GPS with realtime traffic monitoring. There are not yet many choices in this area, so the options boiled down to this unit and the Garmin 2720. (These use FM radio for the traffic info; the XM-radio units like the TomTom 700 and Garmin 2730 had unacceptably high monthly costs since I don't want XM radio.)NEWLINE NEWLINE I chose the Cobra for its large screen and positive reviews in areas that were important to me. Its flawed routing ability was not a major issue as it was to be used in a well-known region. Address lookup and traffic monitoring were the primary needs.NEWLINE NEWLINE In short, I don't know much about how the Cobra performs because I was only able to use it for a few short test trips. This is because the mounting hardware is one of the most deficient pieces of engineering I have ever encountered in higher-end electronics gear:NEWLINE NEWLINE - The only mounting option is via suction cup, which in tests would adhere reliably only to nearly flat glass. A stick-on disc for attaching the suction cup is also provided, but I did not attempt to use it and would not trust it to be able to hold this heavy (1.25 pound) unit over the long run. If your vehicle does not have a flat section of windshield in a convenient location, you will have very few options for mounting this unit.NEWLINE NEWLINE - California law prohibits attaching things to the windshield, meaning that California users either need to risk a minor ticket or find an acceptable alternate mounting point. (Good luck to you: I was unable to find one in three different vehicles!) Compounding the problem is that the mount has a very limited positioning range and easily runs out of adjustment room for most potential mounting alternatives.NEWLINE NEWLINE - Cobra does not offer any other mounts or mounting accessories at all - no beanbag or friction mount, no clamp, no fixed-base mount, nothing. If there is any aftermarket option (RAM Mount, etc.) I was unable to find it. You are stuck with Cobra's proprietary mount unless you are willing to modify the unit or its mounting pieces and fabricate an adapter for a Garmin or RAM Mount base.NEWLINE NEWLINE I was *almost* willing to go the extra mile to make this unit work in my vehicle, even though the best solution would have been very awkward to dismount and remount, making it a potential theft target.NEWLINE NEWLINE The final straw was when I found that the traffic receiver was faulty and I was unable to get a reply from the manufacturer in a timely manner (two days now and counting...) Enough's enough; something was telling me that this unit wasn't the right choice.NEWLINE NEWLINE So this unit is being returned and I've already ordered a Garmin 2720 with GTM11 traffic receiver in replacement. The prices for the units through Amazon are nearly the same (especially when factoring in the costs for 15 months of traffic monitoring - the Cobra comes with three months and gets $60 per year after that, while the Garmin comes with 15 months and has the same annual cost after that - so you have to add $60 to the Cobra to get a truly equivalent price). Garmin also has excellent mounts with a range of attachment options, some of the best map and routing tools, and a long track record with GPS units. It does have a smaller screen and some complaints about the user interface, but at least I can mount it properly and be able to tuck it away and remount it easily to prevent theft.NEWLINE NEWLINE This unit gets two stars only because my brief experience with its function appears to live up to all the positive reviews - but overall, it's like a high-performance sports car with no wheels! I 100% recommend against it for California users and suggest that others try to lay hands on a sample unit to see if it can be properly mounted in your vehicle before laying out $750",0,4
"I have had the Cuisinart DCC-2000 Coffeemaker for about six months or so and loved it.  This morning, however, it decided to stop working correctly.   I left the kitchen while it was brewing and all of the coffee leaked all over the counter.  What a mess!  I then made just 2 cups and put a coffee cup under the spout and watched it.  Sure enough as the coffee was brewing the spout was spewing.  I don't know what coffeemaker to buy now",1,4
"I bought this to illuminate the keyboard on my 12"" Apple Powerbook when I work in the dark.  It works well, and shines impressively bright and wide.  I even use it to read by simply sitting it on its back on my lap as I read in bed and pointing the lamp at my book.  It's too bad the lamp's arm isn't telescopic or it'd make for a perfectly good clip-on booklight right out of the box.NEWLINE NEWLINE This device is well built, folds into a form that protects it from damage, even when thrown in a laptop case full of stuff that might crush something built less solidly.  And it has a nice retracting USB cable.  The retraction device for the cable, like most I've seen on devices like this, can be a bit finnicky but with the right pulling technique works correctly about 90% of the time.NEWLINE NEWLINE Update, May, 2005.  The light died.  No idea why.  So, maybe it's not as good as I thought.  :",0,3
"After using my 3 new Circulon pots and lids for only 2 or 3 months, all the Circulon lids have broken plastic handles, including the lid for this 3 quart sauce pan. NEWLINE First noticed the problem when I got gouged by the broken plastic, I saw that all three Circulon lids showed big chunks of plastic off the underside of the plastic handles.  I am very careful and do not own a dishwasher. NEWLINE Next, I saw that two of the faulty handles now had big chuncks off BOTH ends of the plastic handles. All the breakage occured where the plastic 'cool' handle attaches to the metal part of the handle. Just today, when I removed the hot lid from my Toss and Turn pan, the black plastic totally came loose from the metal part of the handle! Only fast dancing saved me from this big hot lid falling on my feet.  But at last I saw the FLAW. Instead of these lids having a complete metal handle that is covered with the plastic for cool handling, the metal part only goes up an inch to meet the plastic. The black plastic only overlaps the metal part for A SCANT HALF INCH OR SO, causing the more sturdy metal part to undermine the plastic, and eventually causing the chipped plastic to separate from the metal with use. The lids are subjected to steam and heat on a daily basis, so no wonder the plastic broke off, the plastic has no backing. It is just carelessly and poorly attached to less than a half inch of the metal that is attached to the lid. This poorly conceived construction is why the handle broke away entirely after the plastic was chipped, A full metal handle covered with plastic would have been nice for the money spent and prevented the accident where the handle completely separated from the chipped plastic. There is no metal supporting that plastic folks. NEWLINE My enthusiasm for the Circulon was originally quite high, but now that I have lidless pots after less than 90 days, I'm pretty unhappy! This chipping happened to 3 out of 3 lids! AND the Toss and Turn lid is almost as expensive as the Toss and Turn pan! Now, after less than 90 days I must send in the Toss and Turn lid and my 2 smaller lids with chipped handles that go with the sauce pans. Because the Toss and Turn handle separated and broke away, this is not merely a cosmetic matter. Even before the lid handle broke entirely, the broken handles were uncomfortable to use with those sharp broken plastic edges digging into my fingers. Sending these lids back will leave me ill equiped in the kitchen after all the money spent to be well equiped. Further, I doubt their replacements will be any better, and they will probably need replacement every 90 days! Much as I love the Circulon pans, these lids make them a bad purchase. I would not buy this product again. Hopefully this review will help you make a good decision about Circulon pans and their bad lids",1,4
"I purchased the 1gb Lexar card, and 5 hours after I started using it, I've got corrupted data that no amount of formating or data deletion will remedy.  Given that I had already disceted the box into small pieces to send in for mail in rebates, I contacted Lexar and sent it to them on a Warrenty claim [cheaper then driving back to the retail location I purchased it at anyway].NEWLINE NEWLINE I got it back yesterday, and it was suffering the same problem I sent it in for in the first place!NEWLINE NEWLINE Their solution, they pay for the return shipping of card #2, and swap it out for two 512mb cards.NEWLINE NEWLINE Not happy.  But at least they are somewhat responsive to fixing the problem",0,4
"I chose these by reading other reviews on Amazon.  I am pleased with them and recommend them. Good sound, light weight.  The best feature is that they do NOT leak sound yet you can still hear loud noises around you.  This is perfect for an ipod-using NYC subway rider.   Don't want to annoy others by leaking sound, but you have to be able to hear if there is exterior noise, at least enough to know to turn down the sound and find out what's going on.NEWLINE NEWLINE Only con - Once you lose or wear out the removable spongy pieces I'm not sure where you can get replacements",0,3
"I too bought one and had the headphone jack become loose.  I bought another thinking I had a faulty one, but now I'm having the same issue with this one.  The loose jack causes the reception to go in and out...and finally just out completely.  I agreed with the previous opinions on this fatal flaw",0,4
"This is my first time ever buying a really expensive MP3 player.  I bought it three weeks ago.  If I hadn't seen the Creative Zen Vision:M, I probably would have bought the Sandisk Sansa E260.  I love being able to bring my cartoon/tv shows over to a friends house so we can watch them on the tv.  There is one problem I've had with it.  I'm not sure if anyone else has had this, but there is some slight static noise that happens once in a while when I'm listening to music.  I don't think it's the MP3s, because I've never ran into the problem with my other MP3 players.  If only they would've added the video cable for the TV and kept the charger, then I would've rated it a 5",0,3
